edge_type,round_idx,timestamp,source_message_id,target_message_id,source_agent_id,target_agent_id,target_entity,channel,edge_source,edge_weight
mention,11,2046-06-01T09:25:00,20460601_11_026,,social_media_agent,,@TenantThread,comms_huddle,content_mention,1
mention,11,2046-06-01T09:25:00,20460601_11_026,,social_media_agent,,@TenantRights_Org,comms_huddle,content_mention,1
reply,11,2046-06-01T09:26:00,20460601_11_027,20460601_11_026,legal_agent,social_media_agent,social_media_agent,comms_huddle,responding_to_valid,1
thread_parent,11,2046-06-01T09:27:00,20460601_11_028,20460601_11_019,legal_agent,pr_agent,pr_agent,one_on_one_chat,heuristic,1
thread_parent,11,2046-06-01T09:28:00,20460601_11_029,20460601_11_028,legal_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
thread_parent,11,2046-06-01T09:29:00,20460601_11_030,20460601_11_029,legal_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
reply,12,2046-06-04T09:01:00,20460604_12_002,20460604_12_001,legal_agent,social_media_agent,social_media_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:02:00,20460604_12_003,20460604_12_002,social_media_agent,legal_agent,legal_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:03:00,20460604_12_004,20460604_12_003,quality_agent,social_media_agent,social_media_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:04:00,20460604_12_005,20460604_12_004,legal_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:05:00,20460604_12_006,20460604_12_005,quality_agent,legal_agent,legal_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:07:00,20460604_12_008,20460604_12_006,pr_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:08:00,20460604_12_009,20460604_12_008,judge_agent,pr_agent,pr_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:09:00,20460604_12_010,20460604_12_009,legal_agent,judge_agent,judge_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:10:00,20460604_12_011,20460604_12_010,pr_agent,legal_agent,legal_agent,comms_huddle,responding_to_valid,1
thread_parent,12,2046-06-04T09:11:00,20460604_12_012,20460604_12_007,legal_agent,quality_agent,quality_agent,one_on_one_chat,heuristic,1
reply,12,2046-06-04T09:12:00,20460604_12_013,20460604_12_011,social_media_agent,pr_agent,pr_agent,comms_huddle,responding_to_valid,1
mention,12,2046-06-04T09:12:00,20460604_12_013,,social_media_agent,,@TenantRights_Org,comms_huddle,content_mention,1
mention,12,2046-06-04T09:12:00,20460604_12_013,,social_media_agent,,@SaltWindJournal,comms_huddle,content_mention,1
mention,12,2046-06-04T09:12:00,20460604_12_013,,social_media_agent,,@DaraWitten,comms_huddle,content_mention,1
mention,12,2046-06-04T09:12:00,20460604_12_013,,social_media_agent,,@HousingJusticeNow,comms_huddle,content_mention,1
mention,12,2046-06-04T09:12:00,20460604_12_013,,social_media_agent,,@PropTechWatcher,comms_huddle,content_mention,1
reply,12,2046-06-04T09:13:00,20460604_12_014,20460604_12_013,legal_agent,social_media_agent,social_media_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:14:00,20460604_12_015,20460604_12_014,quality_agent,legal_agent,legal_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:15:00,20460604_12_016,20460604_12_015,pr_agent,quality_agent,quality_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:16:00,20460604_12_017,20460604_12_016,judge_agent,pr_agent,pr_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:18:00,20460604_12_019,20460604_12_017,pr_agent,judge_agent,judge_agent,comms_huddle,responding_to_valid,1
reply,12,2046-06-04T09:19:00,20460604_12_020,20460604_12_019,social_media_agent,pr_agent,pr_agent,comms_huddle,responding_to_valid,1
thread_parent,12,2046-06-04T09:20:00,20460604_12_021,20460604_12_012,quality_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
reply,12,2046-06-04T09:21:00,20460604_12_022,20460604_12_021,legal_agent,quality_agent,quality_agent,one_on_one_chat,responding_to_valid,1
thread_parent,12,2046-06-04T09:22:00,20460604_12_023,20460604_12_022,social_media_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,12,2046-06-04T09:22:00,20460604_12_023,,social_media_agent,,@PropTechWatcher,one_on_one_chat,content_mention,1
reply,12,2046-06-04T09:23:00,20460604_12_024,20460604_12_023,pr_agent,social_media_agent,social_media_agent,one_on_one_chat,responding_to_valid,1
mention,13,2046-06-05T09:00:00,20460605_13_001,,legal_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:00:00,20460605_13_001,,legal_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:00:00,20460605_13_001,,legal_agent,,@HorizonMgmt,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:01:00,20460605_13_002,20460605_13_001,pr_intern_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:01:00,20460605_13_002,,pr_intern_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:01:00,20460605_13_002,,pr_intern_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:02:00,20460605_13_003,20460605_13_002,social_media_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:02:00,20460605_13_003,,social_media_agent,,@PropTechWatcher,comms_huddle,content_mention,1
mention,13,2046-06-05T09:02:00,20460605_13_003,,social_media_agent,,@HousingJusticeNow,comms_huddle,content_mention,1
mention,13,2046-06-05T09:02:00,20460605_13_003,,social_media_agent,,@TenantRights_Org,comms_huddle,content_mention,1
mention,13,2046-06-05T09:02:00,20460605_13_003,,social_media_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:02:00,20460605_13_003,,social_media_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:03:00,20460605_13_004,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:03:00,20460605_13_004,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:03:00,20460605_13_004,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:03:00,20460605_13_004,,legal_agent,,@HorizonMgmt,side_huddle,content_mention,1
mention,13,2046-06-05T09:04:00,20460605_13_005,,pr_intern_agent,legal_agent,legal_agent,one_on_one_chat,content_mention,1
thread_parent,13,2046-06-05T09:05:00,20460605_13_006,20460605_13_004,social_media_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,13,2046-06-05T09:05:00,20460605_13_006,,social_media_agent,legal_agent,legal_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:05:00,20460605_13_006,,social_media_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:05:00,20460605_13_006,,social_media_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:05:00,20460605_13_006,,social_media_agent,,@HorizonMgmt,side_huddle,content_mention,1
thread_parent,13,2046-06-05T09:06:00,20460605_13_007,20460605_13_005,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:06:00,20460605_13_007,,legal_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,1
thread_parent,13,2046-06-05T09:08:00,20460605_13_009,20460605_13_007,social_media_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:08:00,20460605_13_009,,social_media_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,1
thread_parent,13,2046-06-05T09:09:00,20460605_13_010,20460605_13_003,legal_agent,social_media_agent,social_media_agent,comms_huddle,heuristic,1
thread_parent,13,2046-06-05T09:10:00,20460605_13_011,20460605_13_010,pr_intern_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:10:00,20460605_13_011,,pr_intern_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:10:00,20460605_13_011,,pr_intern_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:10:00,20460605_13_011,,pr_intern_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:11:00,20460605_13_012,20460605_13_011,social_media_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
thread_parent,13,2046-06-05T09:12:00,20460605_13_013,20460605_13_012,legal_agent,social_media_agent,social_media_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:12:00,20460605_13_013,,legal_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:12:00,20460605_13_013,,legal_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:12:00,20460605_13_013,,legal_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:12:00,20460605_13_013,,legal_agent,,@HorizonMgmt,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:13:00,20460605_13_014,20460605_13_009,pr_intern_agent,social_media_agent,social_media_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:13:00,20460605_13_014,,pr_intern_agent,legal_agent,legal_agent,one_on_one_chat,content_mention,1
thread_parent,13,2046-06-05T09:14:00,20460605_13_015,20460605_13_006,legal_agent,social_media_agent,social_media_agent,side_huddle,heuristic,1
mention,13,2046-06-05T09:14:00,20460605_13_015,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:14:00,20460605_13_015,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:14:00,20460605_13_015,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,13,2046-06-05T09:15:00,20460605_13_016,20460605_13_013,pr_intern_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
thread_parent,13,2046-06-05T09:16:00,20460605_13_017,20460605_13_014,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:16:00,20460605_13_017,,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,1
thread_parent,13,2046-06-05T09:17:00,20460605_13_018,20460605_13_016,pr_intern_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:17:00,20460605_13_018,,pr_intern_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:17:00,20460605_13_018,,pr_intern_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:18:00,20460605_13_019,20460605_13_018,legal_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
thread_parent,13,2046-06-05T09:19:00,20460605_13_020,20460605_13_017,pr_intern_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:19:00,20460605_13_020,,pr_intern_agent,legal_agent,legal_agent,one_on_one_chat,content_mention,2
thread_parent,13,2046-06-05T09:20:00,20460605_13_021,20460605_13_019,legal_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:20:00,20460605_13_021,,legal_agent,pr_intern_agent,pr_intern_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:20:00,20460605_13_021,,legal_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:20:00,20460605_13_021,,legal_agent,,@HorizonMgmt,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:21:00,20460605_13_022,20460605_13_021,pr_intern_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
thread_parent,13,2046-06-05T09:22:00,20460605_13_023,20460605_13_015,legal_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,13,2046-06-05T09:22:00,20460605_13_023,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:22:00,20460605_13_023,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,13,2046-06-05T09:23:00,20460605_13_024,20460605_13_022,pr_intern_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:23:00,20460605_13_024,,pr_intern_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:23:00,20460605_13_024,,pr_intern_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:24:00,20460605_13_025,20460605_13_020,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:24:00,20460605_13_025,,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,1
thread_parent,13,2046-06-05T09:25:00,20460605_13_026,20460605_13_025,pr_intern_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:25:00,20460605_13_026,,pr_intern_agent,legal_agent,legal_agent,one_on_one_chat,content_mention,1
thread_parent,13,2046-06-05T09:26:00,20460605_13_027,20460605_13_024,legal_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
thread_parent,13,2046-06-05T09:27:00,20460605_13_028,20460605_13_008,pr_intern_agent,pr_intern_agent,pr_intern_agent,official_post,heuristic,1
thread_parent,13,2046-06-05T09:28:00,20460605_13_029,20460605_13_027,legal_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:28:00,20460605_13_029,,legal_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:28:00,20460605_13_029,,legal_agent,,@HorizonMgmt,comms_huddle,content_mention,1
mention,13,2046-06-05T09:28:00,20460605_13_029,,legal_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:29:00,20460605_13_030,20460605_13_029,pr_intern_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:29:00,20460605_13_030,,pr_intern_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:29:00,20460605_13_030,,pr_intern_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:29:00,20460605_13_030,,pr_intern_agent,,@TenantRights_Org,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:30:00,20460605_13_031,20460605_13_023,legal_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,13,2046-06-05T09:30:00,20460605_13_031,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,13,2046-06-05T09:30:00,20460605_13_031,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:30:00,20460605_13_031,,legal_agent,,@HorizonMgmt,side_huddle,content_mention,1
thread_parent,13,2046-06-05T09:31:00,20460605_13_032,20460605_13_026,pr_intern_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:31:00,20460605_13_032,,pr_intern_agent,legal_agent,legal_agent,one_on_one_chat,content_mention,2
mention,13,2046-06-05T09:31:00,20460605_13_032,,pr_intern_agent,,@TenantRights_Org,one_on_one_chat,content_mention,1
thread_parent,13,2046-06-05T09:32:00,20460605_13_033,20460605_13_032,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:32:00,20460605_13_033,,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,1
thread_parent,13,2046-06-05T09:33:00,20460605_13_034,20460605_13_028,pr_intern_agent,pr_intern_agent,pr_intern_agent,official_post,heuristic,1
thread_parent,13,2046-06-05T09:34:00,20460605_13_035,20460605_13_030,legal_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
thread_parent,13,2046-06-05T09:35:00,20460605_13_036,20460605_13_035,pr_intern_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:35:00,20460605_13_036,,pr_intern_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:35:00,20460605_13_036,,pr_intern_agent,,@TenantRights_Org,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:36:00,20460605_13_037,20460605_13_036,legal_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:36:00,20460605_13_037,,legal_agent,pr_intern_agent,pr_intern_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:36:00,20460605_13_037,,legal_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:36:00,20460605_13_037,,legal_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:37:00,20460605_13_038,20460605_13_033,pr_intern_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:37:00,20460605_13_038,,pr_intern_agent,legal_agent,legal_agent,one_on_one_chat,content_mention,2
thread_parent,13,2046-06-05T09:38:00,20460605_13_039,20460605_13_031,legal_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,13,2046-06-05T09:38:00,20460605_13_039,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,13,2046-06-05T09:38:00,20460605_13_039,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:38:00,20460605_13_039,,legal_agent,,@TenantRights_Org,side_huddle,content_mention,1
thread_parent,13,2046-06-05T09:39:00,20460605_13_040,20460605_13_034,pr_intern_agent,pr_intern_agent,pr_intern_agent,official_post,heuristic,1
thread_parent,13,2046-06-05T09:40:00,20460605_13_041,20460605_13_038,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:40:00,20460605_13_041,,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,1
thread_parent,13,2046-06-05T09:41:00,20460605_13_042,20460605_13_037,legal_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
thread_parent,13,2046-06-05T09:42:00,20460605_13_043,20460605_13_042,legal_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:42:00,20460605_13_043,,legal_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:42:00,20460605_13_043,,legal_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:42:00,20460605_13_043,,legal_agent,pr_intern_agent,pr_intern_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:42:00,20460605_13_043,,legal_agent,,@HorizonMgmt,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:43:00,20460605_13_044,20460605_13_039,legal_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,13,2046-06-05T09:43:00,20460605_13_044,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:43:00,20460605_13_044,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,2
thread_parent,13,2046-06-05T09:44:00,20460605_13_045,20460605_13_041,legal_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:44:00,20460605_13_045,,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,1
thread_parent,13,2046-06-05T09:45:00,20460605_13_046,20460605_13_043,legal_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
thread_parent,13,2046-06-05T09:46:00,20460605_13_047,20460605_13_046,legal_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,13,2046-06-05T09:46:00,20460605_13_047,,legal_agent,pr_intern_agent,pr_intern_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:46:00,20460605_13_047,,legal_agent,,@TenantRights_Org,comms_huddle,content_mention,1
mention,13,2046-06-05T09:46:00,20460605_13_047,,legal_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,13,2046-06-05T09:46:00,20460605_13_047,,legal_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,13,2046-06-05T09:47:00,20460605_13_048,20460605_13_044,legal_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,13,2046-06-05T09:47:00,20460605_13_048,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:47:00,20460605_13_048,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
mention,13,2046-06-05T09:47:00,20460605_13_048,,legal_agent,,@TenantRights_Org,side_huddle,content_mention,1
mention,13,2046-06-05T09:47:00,20460605_13_048,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,1
thread_parent,13,2046-06-05T09:48:00,20460605_13_049,20460605_13_045,legal_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,13,2046-06-05T09:48:00,20460605_13_049,,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,1
mention,13,2046-06-05T09:48:00,20460605_13_049,,legal_agent,,@TenantRights_Org,one_on_one_chat,content_mention,1
mention,14,2046-06-05T10:00:00,20460605_14_001,,intern_agent,pr_intern_agent,pr_intern_agent,comms_huddle,content_mention,1
thread_parent,14,2046-06-05T10:01:00,20460605_14_002,20460605_14_001,pr_intern_agent,intern_agent,intern_agent,comms_huddle,heuristic,1
mention,14,2046-06-05T10:01:00,20460605_14_002,,pr_intern_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,14,2046-06-05T10:01:00,20460605_14_002,,pr_intern_agent,,@HousingJusticeNow,comms_huddle,content_mention,1
thread_parent,14,2046-06-05T10:02:00,20460605_14_003,20460605_14_002,legal_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
mention,14,2046-06-05T10:02:00,20460605_14_003,,legal_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,14,2046-06-05T10:02:00,20460605_14_003,,legal_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,14,2046-06-05T10:03:00,20460605_14_004,20460605_14_003,pr_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,14,2046-06-05T10:03:00,20460605_14_004,,pr_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,14,2046-06-05T10:04:00,20460605_14_005,,intern_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,1
mention,14,2046-06-05T10:05:00,20460605_14_006,,pr_agent,legal_agent,legal_agent,side_huddle,content_mention,2
mention,14,2046-06-05T10:05:00,20460605_14_006,,pr_agent,social_media_agent,social_media_agent,side_huddle,content_mention,2
mention,14,2046-06-05T10:05:00,20460605_14_006,,pr_agent,quality_agent,quality_agent,side_huddle,content_mention,1
thread_parent,14,2046-06-05T10:06:00,20460605_14_007,20460605_14_006,legal_agent,pr_agent,pr_agent,side_huddle,heuristic,1
mention,14,2046-06-05T10:06:00,20460605_14_007,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,14,2046-06-05T10:06:00,20460605_14_007,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,14,2046-06-05T10:06:00,20460605_14_007,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,14,2046-06-05T10:07:00,20460605_14_008,20460605_14_005,pr_intern_agent,intern_agent,intern_agent,one_on_one_chat,heuristic,1
mention,14,2046-06-05T10:07:00,20460605_14_008,,pr_intern_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,1
mention,14,2046-06-05T10:07:00,20460605_14_008,,pr_intern_agent,legal_agent,legal_agent,one_on_one_chat,content_mention,1
thread_parent,14,2046-06-05T10:08:00,20460605_14_009,20460605_14_004,intern_agent,pr_agent,pr_agent,comms_huddle,heuristic,1
thread_parent,14,2046-06-05T10:09:00,20460605_14_010,20460605_14_008,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,heuristic,1
mention,14,2046-06-05T10:09:00,20460605_14_010,,legal_agent,quality_agent,quality_agent,one_on_one_chat,content_mention,1
thread_parent,14,2046-06-05T10:10:00,20460605_14_011,20460605_14_010,pr_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,14,2046-06-05T10:10:00,20460605_14_011,,pr_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,1
thread_parent,14,2046-06-05T10:11:00,20460605_14_012,20460605_14_009,pr_intern_agent,intern_agent,intern_agent,comms_huddle,heuristic,1
thread_parent,14,2046-06-05T10:12:00,20460605_14_013,20460605_14_012,intern_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
mention,14,2046-06-05T10:12:00,20460605_14_013,,intern_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
mention,14,2046-06-05T10:12:00,20460605_14_013,,intern_agent,pr_intern_agent,pr_intern_agent,comms_huddle,content_mention,1
thread_parent,14,2046-06-05T10:13:00,20460605_14_014,20460605_14_013,pr_agent,intern_agent,intern_agent,comms_huddle,heuristic,1
thread_parent,14,2046-06-05T10:14:00,20460605_14_015,20460605_14_014,pr_intern_agent,pr_agent,pr_agent,comms_huddle,heuristic,1
mention,14,2046-06-05T10:14:00,20460605_14_015,,pr_intern_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,14,2046-06-05T10:14:00,20460605_14_015,,pr_intern_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,14,2046-06-05T10:14:00,20460605_14_015,,pr_intern_agent,,@HousingJusticeNow,comms_huddle,content_mention,1
thread_parent,14,2046-06-05T10:16:00,20460605_14_017,20460605_14_011,intern_agent,pr_agent,pr_agent,one_on_one_chat,heuristic,1
mention,14,2046-06-05T10:16:00,20460605_14_017,,intern_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,1
mention,14,2046-06-05T10:16:00,20460605_14_017,,intern_agent,,@PropTechWatcher,one_on_one_chat,content_mention,1
mention,14,2046-06-05T10:16:00,20460605_14_017,,intern_agent,legal_agent,legal_agent,one_on_one_chat,content_mention,1
mention,14,2046-06-05T10:16:00,20460605_14_017,,intern_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,1
thread_parent,14,2046-06-05T10:17:00,20460605_14_018,20460605_14_015,pr_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
mention,14,2046-06-05T10:17:00,20460605_14_018,,pr_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,14,2046-06-05T10:17:00,20460605_14_018,,pr_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
thread_parent,14,2046-06-05T10:18:00,20460605_14_019,20460605_14_017,pr_intern_agent,intern_agent,intern_agent,one_on_one_chat,heuristic,1
mention,14,2046-06-05T10:18:00,20460605_14_019,,pr_intern_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,1
mention,14,2046-06-05T10:18:00,20460605_14_019,,pr_intern_agent,,@HousingJusticeNow,one_on_one_chat,content_mention,1
thread_parent,14,2046-06-05T10:19:00,20460605_14_020,20460605_14_018,intern_agent,pr_agent,pr_agent,comms_huddle,heuristic,1
thread_parent,14,2046-06-05T10:20:00,20460605_14_021,20460605_14_007,pr_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,14,2046-06-05T10:20:00,20460605_14_021,,pr_agent,legal_agent,legal_agent,side_huddle,content_mention,2
mention,14,2046-06-05T10:20:00,20460605_14_021,,pr_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
mention,14,2046-06-05T10:20:00,20460605_14_021,,pr_agent,quality_agent,quality_agent,side_huddle,content_mention,1
thread_parent,14,2046-06-05T10:21:00,20460605_14_022,20460605_14_020,pr_intern_agent,intern_agent,intern_agent,comms_huddle,heuristic,1
